airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment,flight
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,BRU,Brussels Airport,Brussels,Belgium,320,AI-459
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,CDG,Charles de Gaulle International Airport,Paris,France,320 319,AI-467
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,CMN,Mohammed V International Airport,Casablanca,Morocco,320,AI-401
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,320,AI-473
GO_FIRST,BCN,Barcelona International Airport,Barcelona,Spain,CTA,Catania-Fontanarossa Airport,Catania,Italy,320,G8-101
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,CWL,Cardiff International Airport,Cardiff,United Kingdom,320,UK-817
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,DBV,Dubrovnik Airport,Dubrovnik,Croatia,320,UK-819
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,320,UK-801
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,DME,Domodedovo International Airport,Moscow,Russia,320,UK-807
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,DRS,Dresden Airport,Dresden,Germany,319 320,UK-815
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,DTM,Dortmund Airport,Dortmund,Germany,319,UK-809
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,DUS,Düsseldorf Airport,Duesseldorf,Germany,320,UK-811
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,EDI,Edinburgh Airport,Edinburgh,United Kingdom,320,UK-813
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,320,UK-817
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,FEZ,Saïss Airport,Fes,Morocco,320,UK-819
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,FLR,Peretola Airport,Florence,Italy,319,UK-801
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,FRA,Frankfurt am Main Airport,Frankfurt,Germany,320,UK-807
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,GOA,Genoa Cristoforo Colombo Airport,Genoa,Italy,320,UK-809
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,320,UK-813
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,HAJ,Hannover Airport,Hannover,Germany,320,UK-933
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,HAM,Hamburg Airport,Hamburg,Germany,320,UK-951
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,HEL,Helsinki Vantaa Airport,Helsinki,Finland,320,UK-993
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,IEV,Kiev Zhuliany International Airport,Kiev,Ukraine,320,UK-945
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LED,Pulkovo Airport,St. Petersburg,Russia,320,UK-995
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LEJ,Leipzig/Halle Airport,Leipzig,Germany,319 320,UK-927
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LGW,London Gatwick Airport,London,United Kingdom,320,UK-985
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LIL,Lille-Lesquin Airport,Lille,France,320,UK-933
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320,UK-985
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,320,UK-951
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,LYS,Lyon Saint-Exupéry Airport,Lyon,France,320,UK-993
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,MLA,Malta International Airport,Malta,Malta,320,UK-945
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,MRS,Marseille Provence Airport,Marseille,France,320,UK-995
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,MUC,Munich Airport,Munich,Germany,320,UK-927
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,MXP,Malpensa International Airport,Milano,Italy,320,AI-803
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,NAP,Naples International Airport,Naples,Italy,320,AI-803
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,NCE,Nice-Côte d'Azur Airport,Nice,France,320,AI-803
GO_FIRST,BCN,Barcelona International Airport,Barcelona,Spain,NDR,Nador International Airport,El Aroui,Morocco,320,G8-119
GO_FIRST,BCN,Barcelona International Airport,Barcelona,Spain,NTE,Nantes Atlantique Airport,Nantes,France,320,G8-119
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,NUE,Nuremberg Airport,Nuernberg,Germany,320,AI-762
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,320,AI-764
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,ORN,Es Senia Airport,Oran,Algeria,320,UK-943
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,ORY,Paris-Orly Airport,Paris,France,320 319,UK-963
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,OSL,Oslo Lufthavn,Oslo,Norway,320,UK-977
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,OTP,Henri Coandă International Airport,Bucharest,Romania,320,UK-943
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,PMO,Falcone–Borsellino Airport,Palermo,Italy,320,UK-955
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,PRG,Václav Havel Airport Prague,Prague,Czech Republic,320,UK-941
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,PSA,Pisa International Airport,Pisa,Italy,320,UK-977
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,RAK,Menara Airport,Marrakech,Morocco,320,UK-955
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,RNS,Rennes-Saint-Jacques Airport,Rennes,France,320,UK-941
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,STR,Stuttgart Airport,Stuttgart,Germany,320,UK-963
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,SVG,Stavanger Airport Sola,Stavanger,Norway,320,AI-883
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,TLS,Toulouse-Blagnac Airport,Toulouse,France,320,AI-767
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,TLV,Ben Gurion International Airport,Tel-aviv,Israel,320,AI-504
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,TNG,Ibn Batouta Airport,Tanger,Morocco,320,AI-807
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,TRN,Turin Airport,Torino,Italy,320,AI-502
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,TXL,Berlin-Tegel Airport,Berlin,Germany,320,AI-502
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,VCE,Venice Marco Polo Airport,Venice,Italy,320,AI-506
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,VIE,Vienna International Airport,Vienna,Austria,320,AI-506
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,WAW,Warsaw Chopin Airport,Warsaw,Poland,320,AI-504
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,ZAG,Zagreb Airport,Zagreb,Croatia,320,AI-807
AirAsia,BCN,Barcelona International Airport,Barcelona,Spain,ZRH,Zürich Airport,Zurich,Switzerland,319 320,I5-775
AirAsia,BES,Brest Bretagne Airport,Brest,France,BCN,Barcelona International Airport,Barcelona,Spain,320,I5-775
Air_India,BGO,Bergen Airport Flesland,Bergen,Norway,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-877
Air_India,BIO,Bilbao Airport,Bilbao,Spain,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,320,AI-469
GO_FIRST,BIO,Bilbao Airport,Bilbao,Spain,LHR,London Heathrow Airport,London,United Kingdom,320,G8-194
GO_FIRST,BIO,Bilbao Airport,Bilbao,Spain,MXP,Malpensa International Airport,Milano,Italy,320,G8-7541
GO_FIRST,BIO,Bilbao Airport,Bilbao,Spain,ORY,Paris-Orly Airport,Paris,France,320,G8-165
Indigo,BIO,Bilbao Airport,Bilbao,Spain,TXL,Berlin-Tegel Airport,Berlin,Germany,320,6E-2249
Air_India,BJL,Banjul International Airport,Banjul,Gambia,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-483
Air_India,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-883
GO_FIRST,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,ORY,Paris-Orly Airport,Paris,France,320,G8-286
SpiceJet,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,BCN,Barcelona International Airport,Barcelona,Spain,320,SG-8946
Air_India,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,320,AI-885
SpiceJet,BRI,Bari Karol Wojtyła Airport,Bari,Italy,BCN,Barcelona International Airport,Barcelona,Spain,320,SG-8941
Vistara,BRU,Brussels Airport,Brussels,Belgium,AGP,Málaga Airport,Malaga,Spain,320,UK-829
AirAsia,BRU,Brussels Airport,Brussels,Belgium,ALC,Alicante International Airport,Alicante,Spain,320,I5-1529
AirAsia,BRU,Brussels Airport,Brussels,Belgium,BCN,Barcelona International Airport,Barcelona,Spain,320,I5-740
AirAsia,BRU,Brussels Airport,Brussels,Belgium,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,320,I5-1529
AirAsia,BRU,Brussels Airport,Brussels,Belgium,IBZ,Ibiza Airport,Ibiza,Spain,320,I5-798
AirAsia,BRU,Brussels Airport,Brussels,Belgium,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320,I5-775
AirAsia,BRU,Brussels Airport,Brussels,Belgium,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,320,I5-740
AirAsia,BRU,Brussels Airport,Brussels,Belgium,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,320,I5-829
AirAsia,BRU,Brussels Airport,Brussels,Belgium,SCQ,Santiago de Compostela Airport,Santiago,Spain,320,I5-721
GO_FIRST,BRU,Brussels Airport,Brussels,Belgium,VCE,Venice Marco Polo Airport,Venice,Italy,320,G8-423
GO_FIRST,BRU,Brussels Airport,Brussels,Belgium,VLC,Valencia Airport,Valencia,Spain,320,G8-7555
Indigo,CDG,Charles de Gaulle International Airport,Paris,France,BCN,Barcelona International Airport,Barcelona,Spain,320 319,6E-2331
Indigo,CDG,Charles de Gaulle International Airport,Paris,France,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,320,6E-552
GO_FIRST,CDG,Charles de Gaulle International Airport,Paris,France,OVD,Asturias Airport,Aviles,Spain,320,G8-422
SpiceJet,CDG,Charles de Gaulle International Airport,Paris,France,SCQ,Santiago de Compostela Airport,Santiago,Spain,320,SG-958
Air_India,CMN,Mohammed V International Airport,Casablanca,Morocco,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-544
Air_India,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,AGP,Málaga Airport,Malaga,Spain,320,AI-542
Air_India,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,ALC,Alicante International Airport,Alicante,Spain,320,AI-560
Indigo,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-2843
Indigo,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,FLR,Peretola Airport,Florence,Italy,319,6E-2618
Indigo,CTA,Catania-Fontanarossa Airport,Catania,Italy,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-369
Indigo,CWL,Cardiff International Airport,Cardiff,United Kingdom,AGP,Málaga Airport,Malaga,Spain,320,6E-2107
Vistara,CWL,Cardiff International Airport,Cardiff,United Kingdom,ALC,Alicante International Airport,Alicante,Spain,320,UK-859
Vistara,CWL,Cardiff International Airport,Cardiff,United Kingdom,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-899
Vistara,DBV,Dubrovnik Airport,Dubrovnik,Croatia,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-879
Vistara,DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-871
Air_India,DME,Domodedovo International Airport,Moscow,Russia,AGP,Málaga Airport,Malaga,Spain,320,AI-839
AirAsia,DME,Domodedovo International Airport,Moscow,Russia,ALC,Alicante International Airport,Alicante,Spain,320,I5-783
AirAsia,DME,Domodedovo International Airport,Moscow,Russia,BCN,Barcelona International Airport,Barcelona,Spain,320,I5-787
Indigo,DME,Domodedovo International Airport,Moscow,Russia,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,320,6E-2005
Indigo,DRS,Dresden Airport,Dresden,Germany,BCN,Barcelona International Airport,Barcelona,Spain,319 320,6E-2348
Indigo,DTM,Dortmund Airport,Dortmund,Germany,BCN,Barcelona International Airport,Barcelona,Spain,319,6E-2247
Indigo,DUS,Düsseldorf Airport,Duesseldorf,Germany,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-2147
Indigo,EDI,Edinburgh Airport,Edinburgh,United Kingdom,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-788
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,AGP,Málaga Airport,Malaga,Spain,320,6E-2083
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,ALC,Alicante International Airport,Alicante,Spain,320,6E-2338
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-2479
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,BRU,Brussels Airport,Brussels,Belgium,320,6E-2083
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,NTE,Nantes Atlantique Airport,Nantes,France,320,6E-358
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,ORY,Paris-Orly Airport,Paris,France,320,6E-6187
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,PRG,Václav Havel Airport Prague,Prague,Czech Republic,320,6E-397
Indigo,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,VLC,Valencia Airport,Valencia,Spain,320,6E-2076
Indigo,FEZ,Saïss Airport,Fes,Morocco,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-2102
Air_India,FLR,Peretola Airport,Florence,Italy,BCN,Barcelona International Airport,Barcelona,Spain,319,AI-540
Air_India,FLR,Peretola Airport,Florence,Italy,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,319,AI-429
Air_India,FLR,Peretola Airport,Florence,Italy,LGW,London Gatwick Airport,London,United Kingdom,319,AI-439
Air_India,FLR,Peretola Airport,Florence,Italy,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,319,AI-537
AirAsia,FLR,Peretola Airport,Florence,Italy,ORY,Paris-Orly Airport,Paris,France,319,I5-713
GO_FIRST,FLR,Peretola Airport,Florence,Italy,TXL,Berlin-Tegel Airport,Berlin,Germany,319,G8-2509
AirAsia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,BCN,Barcelona International Airport,Barcelona,Spain,320,I5-798
AirAsia,GOA,Genoa Cristoforo Colombo Airport,Genoa,Italy,BCN,Barcelona International Airport,Barcelona,Spain,320,I5-775
AirAsia,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,BCN,Barcelona International Airport,Barcelona,Spain,320,I5-779
AirAsia,HAJ,Hannover Airport,Hannover,Germany,AGP,Málaga Airport,Malaga,Spain,320,I5-550
GO_FIRST,HAJ,Hannover Airport,Hannover,Germany,BCN,Barcelona International Airport,Barcelona,Spain,320,G8-211
Air_India,HAM,Hamburg Airport,Hamburg,Germany,AGP,Málaga Airport,Malaga,Spain,320,AI-636
Air_India,HAM,Hamburg Airport,Hamburg,Germany,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-865
Air_India,HEL,Helsinki Vantaa Airport,Helsinki,Finland,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-678
Air_India,IBZ,Ibiza Airport,Ibiza,Spain,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,320,AI-665
Air_India,IBZ,Ibiza Airport,Ibiza,Spain,BRU,Brussels Airport,Brussels,Belgium,320,AI-887
Air_India,IBZ,Ibiza Airport,Ibiza,Spain,ORY,Paris-Orly Airport,Paris,France,320,AI-805
Air_India,IEV,Kiev Zhuliany International Airport,Kiev,Ukraine,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-624
Air_India,LCG,A Coruña Airport,La Coruna,Spain,LHR,London Heathrow Airport,London,United Kingdom,320,AI-441
Air_India,LED,Pulkovo Airport,St. Petersburg,Russia,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-762
Air_India,LEJ,Leipzig/Halle Airport,Leipzig,Germany,BCN,Barcelona International Airport,Barcelona,Spain,319 320,AI-764
Indigo,LGW,London Gatwick Airport,London,United Kingdom,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-2346
Indigo,LGW,London Gatwick Airport,London,United Kingdom,FLR,Peretola Airport,Florence,Italy,319,6.00E-128
Indigo,LHR,London Heathrow Airport,London,United Kingdom,BIO,Bilbao Airport,Bilbao,Spain,320,6E-967
Indigo,LHR,London Heathrow Airport,London,United Kingdom,LCG,A Coruña Airport,La Coruna,Spain,320,6E-6205
Vistara,LIL,Lille-Lesquin Airport,Lille,France,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-637
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-493
AirAsia,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,BRU,Brussels Airport,Brussels,Belgium,320,I5-747
Vistara,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,ORY,Paris-Orly Airport,Paris,France,320,UK-981
Vistara,LPA,Gran Canaria Airport,Gran Canaria,Spain,ORY,Paris-Orly Airport,Paris,France,320,UK-953
Vistara,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-981
Vistara,LYS,Lyon Saint-Exupéry Airport,Lyon,France,AGP,Málaga Airport,Malaga,Spain,320,UK-953
Air_India,LYS,Lyon Saint-Exupéry Airport,Lyon,France,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-459
Air_India,LYS,Lyon Saint-Exupéry Airport,Lyon,France,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,320,AI-467
Vistara,LYS,Lyon Saint-Exupéry Airport,Lyon,France,SVQ,Sevilla Airport,Sevilla,Spain,320,UK-817
Vistara,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,CDG,Charles de Gaulle International Airport,Paris,France,320,UK-819
Vistara,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,FLR,Peretola Airport,Florence,Italy,319,UK-807
Vistara,MLA,Malta International Airport,Malta,Malta,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-815
Vistara,MRS,Marseille Provence Airport,Marseille,France,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-809
